,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2,NCS,과정
1391,요양보호사자격증취득과정,새빛요양보호사교육원,31,600000,31,57.6,55.0,서울,송파구,06_보건의료,요양보호사
1392,요양보호사자격증 취득과정,시터피아요양보호사교육원,50,640800,30,50.0,50.0,제주,제주시,06_보건의료,요양보호사
1393,요양보호사 자격 취득과정,현대요양보호사교육원,30,638400,25,55.1,54.0,광주,남구,06_보건의료,요양보호사
1394,간호조무사 자격증 취득과정,이수메트로간호종합학원,191,3344000,30,73.8,34.0,서울,동작구,06_보건의료,간호조무사
1395,요양보호사 자격 취득과정,구미간호학원부설요양보호사교육원,37,549840,24,49.0,53.0,경북,구미시,06_보건의료,요양보호사
1396,요양보호사 자격취득과정,수원행복 요양보호사 교육원,30,480000,40,58.7,56.0,경기,수원시,06_보건의료,요양보호사
1397,요양보호사 자격 취득과정,은평여성인력개발센터 부설 요양보호사교육원,31,540000,40,42.2,55.0,서울,은평구,06_보건의료,요양보호사
1398,"요양보호사 자격증취득(주간,야간)",아름다운세상만들기요양보호사교육원,30,540000,40,55.8,57.0,서울,강서구,06_보건의료,요양보호사
1399,요양보호사자격증취득과정,광주사랑요양보호사교육원,32,600000,36,41.0,53.0,광주,서구,06_보건의료,요양보호사
1400,요양보호사 자격 취득과정,성모요양보호사교육원,30,550000,33,46.6,59.0,대구,남구,06_보건의료,요양보호사
1401,"요양보호사자격취득과정(신규,2019-2)",미래요양보호사교육원,33,640800,40,54.3,55.0,대구,달서구,06_보건의료,요양보호사
1402,요양보호사 자격증 취득과정,구미인동요양보호사교육원,30,600000,40,53.3,48.0,경북,구미시,06_보건의료,요양보호사
1403,요양보호사양성과정(신규반),솔빛간호학원요양보호사교육원,30,600000,30,83.6,52.0,전북,전주시,06_보건의료,요양보호사
1404,요양보호사1급자격증과정,인성요양보호사 교육원,30,600000,40,55.3,,대구,북구,06_보건의료,요양보호사
1405,요양보호사 자격증 취득과정,남서울요양보호사교육원,38,500160,35,69.6,58.0,경기,용인시,06_보건의료,요양보호사
1406,요양보호사 자격취득과정,원주간호학원부설요양보호사교육원,30,600000,30,62.6,55.0,강원,원주시,06_보건의료,요양보호사
1407,요양보호사 양성과정(자격증 취득과정),부천중부요양보호사교육원,30,510000,40,52.4,55.0,경기,부천시,06_보건의료,요양보호사
1408,요양보호사 양성과정,연수요양보호사교육원,60,600000,40,50.0,56.0,인천,연수구,06_보건의료,요양보호사
1409,요양보호사자격증취득,새희망요양보호사교육원,32,540000,33,55.2,56.0,인천,남동구,06_보건의료,요양보호사
1410,요양보호사 양성과정(자격취득),영남간호학원부설 요양보호사교육원,30,640080,40,46.4,58.0,대구,서구,06_보건의료,요양보호사
1411,요양보호사1급자격증과정,인성요양보호사 교육원,47,600000,40,55.3,54.0,대구,북구,06_보건의료,요양보호사
1412,요양보호사 국가자격 국시대비,인천예원요양보호사교육원,30,540000,40,44.8,56.0,,,06_보건의료,요양보호사
1413,요양보호사자격취득과정,홍주요양보호사교육원,33,650000,32,57.3,57.0,충남,홍성군,06_보건의료,요양보호사
1414,요양보호사 자격 취득 과정,다원요양보호사교육원,30,540000,37,60.2,57.0,서울,노원구,06_보건의료,요양보호사
1415,NCS 요양보호사 자격증 취득과정,천사요양보호사교육원,30,630000,35,61.4,59.0,부산,부산진구,06_보건의료,요양보호사
1416,요양보호사 자격 취득과정,정상요양보호사교육원,34,540000,38,56.0,59.0,경기,성남시,06_보건의료,요양보호사
1417,요양보호사 자격취득과정,이천요양보호사교육원,30,630000,32,60.5,56.0,경기,이천시,06_보건의료,요양보호사
1418,요양보호사 국가자격증 취득과정(일반반),희망요양보호사교육원,30,550080,30,48.0,58.0,서울,은평구,06_보건의료,요양보호사
1419,요양보호사 자격증 취득,새고려요양보호사교육원,30,600000,30,50.0,56.0,부산,금정구,06_보건의료,요양보호사
1420,요양보호사 자격증 취득 과정,유니스타요양보호사교육원,30,570000,40,55.0,52.0,경기,파주시,06_보건의료,요양보호사
1421,요양보호사 자격취득 과정,증평중앙요양보호사교육원,31,600000,35,61.9,57.0,충북,증평군,06_보건의료,요양보호사
1422,간호조무사자격취득과정(주간C),덕천간호학원,192,2705600,30,74.7,33.0,부산,북구,06_보건의료,간호조무사
1423,요양보호사 자격 취득과정,마산여성인력개발센터(부설요양보호사교육원),50,500160,36,69.6,52.0,경남,창원시,06_보건의료,요양보호사
1424,요양보호사자격취득과정,햇빛요양보호사교육원,50,550080,36,66.3,58.0,서울,도봉구,06_보건의료,요양보호사
1425,NCS요양보호사 국가자격증과정,부모사랑제2캠퍼스요양보호사교육원,30,600000,32,75.0,53.0,경기,의정부시,06_보건의료,요양보호사
1426,요양보호사자격증취득과정,마두요양보호사교육원,30,640800,40,54.8,56.0,경기,고양시,06_보건의료,요양보호사
1427,요양보호사 자격 취득과정,신포항요양보호사교육원,33,552000,40,62.9,52.0,경북,포항시,06_보건의료,요양보호사
1428,요양보호사 자격 취득과정,성심요양보호사교육원,30,600000,35,71.6,55.0,경남,양산시,06_보건의료,요양보호사
1429,요양보호사 자격 취득과정,세계로요양보호사교육원,33,641520,37,37.9,56.0,울산,동구,06_보건의료,요양보호사
1430,요양보호사 자격증 취득과정(비NCS),마산요양보호사교육원,30,600000,25,53.2,54.0,경남,창원시,06_보건의료,요양보호사
1431,요양보호사 자격 취득과정,연세요양보호사교육원,30,450000,40,45.4,52.0,경기,용인시,06_보건의료,요양보호사
1432,요양보호사자격취득과정,햇빛요양보호사교육원,30,550080,36,66.3,55.0,서울,도봉구,06_보건의료,요양보호사
1433,요양보호사자격증취득과정,금천요양보호사교육원,30,590400,38,53.5,56.0,서울,금천구,06_보건의료,요양보호사
1434,요양보호사자격증취득과정,김포간호학원부설요양보호사교육원,37,600000,32,65.0,51.0,경기,김포시,06_보건의료,요양보호사
1435,요양보호사 자격 취득과정(실업자),전주메디칼요양보호사교육원,30,624000,30,53.0,54.0,전북,전주시,06_보건의료,요양보호사
1436,요양보호사자격취득과정,백제요양보호사교육원,35,640080,30,42.6,53.0,광주,북구,06_보건의료,요양보호사
1437,요양보호사자격증 취득과정,샘물요양보호사교육원,37,641520,32,69.4,54.0,경남,통영시,06_보건의료,요양보호사
1438,요양보호사자격증취득과정,상록요양보호사교육원,30,510000,35,47.3,54.0,경기,안산시,06_보건의료,요양보호사
1439,요양보호사 자격 취득과정,일등요양보호사교육원,30,450000,30,50.7,58.0,경기,구리시,06_보건의료,요양보호사
1440,요양보호사 자격 취득과정(사회복지사 자격증 소지자반),천안경희간호학원부설 요양보호사교육원,10,250000,15,72.0,54.0,충남,천안시,06_보건의료,요양보호사
1441,요양보호사 자격취득과정-사회복지사,수원행복 요양보호사 교육원,10,250000,40,58.7,55.0,경기,수원시,06_보건의료,요양보호사
1442,요양보호사 자격증 취득과정,현대요양보호사교육원,35,600000,38,54.3,53.0,울산,남구,06_보건의료,요양보호사
1443,요양보호사 자격취득과정(신규반),관악여성인력개발센터,32,540000,20,47.6,57.0,서울,관악구,06_보건의료,요양보호사
1444,요양보호사자격증 취득과정,한국실버요양보호사교육원,45,468000,30,50.5,56.0,서울,관악구,06_보건의료,요양보호사
1445,요양보호사 자격취득과정,새소망전국요양보호사교육원,60,450000,40,62.9,53.0,경기,남양주시,06_보건의료,요양보호사
1446,요양보호사자격증취득과정(사회복지사자격증소지자),새희망요양보호사교육원,12,168000,33,55.2,45.0,인천,남동구,06_보건의료,요양보호사
1447,요양보호사 자격취득과정 NCS-20,경인요양보호사교육원,31,640080,40,56.2,56.0,경기,부천시,06_보건의료,요양보호사
1448,요양보호사 자격취득과정,전국고용요양보호사교육원,42,540000,40,54.9,56.0,서울,동대문구,06_보건의료,요양보호사
1449,NCS 국가자격 요양보호사 취득과정,남동요양보호사교육원,30,600000,36,51.5,57.0,인천,남동구,06_보건의료,요양보호사
1450,요양보호사자격증취득(국가자격증),노아요양보호사교육원,31,570000,40,52.0,56.0,인천,미추홀구,06_보건의료,요양보호사
1451,요양보호사 국가자격증 취득과정,인천일신요양보호사교육원,33,600000,40,62.2,54.0,인천,부평구,06_보건의료,요양보호사
1452,요양보호사 자격증 취득과정,송천탑클래스간호학원부설요양보호사교육원,33,600000,30,57.1,53.0,전북,전주시,06_보건의료,요양보호사
1453,요양보호사자격취득(사회복지사자격증반),드림요양보호사교육원,15,250000,29,45.2,45.0,울산,중구,06_보건의료,요양보호사
1454,요양보호사양성과정 (자격증취득과정),가족사랑요양보호사교육원,30,600000,30,46.9,57.0,부산,부산진구,06_보건의료,요양보호사
1455,요양보호사 자격 취득과정,미소로섬김 요양보호사교육원,30,600000,37,50.0,53.0,인천,계양구,06_보건의료,요양보호사
1456,요양보호사 자격증 취득 과정,산재요양보호사교육원,30,550080,38,52.8,55.0,경기,부천시,06_보건의료,요양보호사
1457,요양보호사양성,제일요양보호사교육원,50,699840,40,43.5,53.0,제주,제주시,06_보건의료,요양보호사
1458,요양보호사자격증 취득과정,주은요양보호사교육원,33,641520,35,55.7,56.0,경기,고양시,06_보건의료,요양보호사
1459,요양보호사양성(자격증취득),(주)북부산요양보호사교육원,45,630000,29,51.0,53.0,부산,사상구,06_보건의료,요양보호사
1460,"요양보호사 자격증 취득과정 (간호조무사, 물리치료사, 작업치료사)",진해간호요양보호사교육원,11,200000,30,35.5,42.0,경남,창원시,06_보건의료,요양보호사
1461,요양보호사 자격취득과정,봉동요양보호사교육원,37,641520,30,51.6,49.0,전북,완주군,06_보건의료,요양보호사
1462,요양보호사 자격 취득과정,사하요양보호사교육원,30,640080,40,68.2,55.0,부산,사하구,06_보건의료,요양보호사
1463,요양보호사 자격 취득과정,홍성간호학원부설요양보호사교육원,30,641520,30,40.0,62.0,충남,홍성군,06_보건의료,요양보호사
1464,(구직자) 요양보호사 자격 취득과정,조은요양보호사교육원,30,570000,40,47.3,56.0,인천,계양구,06_보건의료,요양보호사
1465,요양보호사 자격 취득과정,천안경희간호학원부설 요양보호사교육원,35,450000,15,72.0,52.0,충남,천안시,06_보건의료,요양보호사
1466,요양보호사 자격 취득과정,(주)한국요양보호사교육원,30,540000,30,53.5,59.0,서울,마포구,06_보건의료,요양보호사
1467,간호조무사자격증 취득과정,성산간호학원,191,2584000,35,77.3,36.0,부산,중구,06_보건의료,간호조무사
1468,요양보호사 자격 취득과정,당진간호학원부설요양보호사교육원,37,600000,30,68.1,48.0,충남,당진시,06_보건의료,요양보호사
1469,요양보호사자격취득과정,남원간호요양보호사교육원,30,641520,36,81.5,56.0,전북,남원시,06_보건의료,요양보호사
1470,요양보호사 자격 취득과정,아중안골평화요양보호사교육원,40,641520,18,64.3,52.0,전북,전주시,06_보건의료,요양보호사
1471,요양보호사자격증취득과정,익산성모요양보호사교육원,35,650000,35,66.0,52.0,전북,익산시,06_보건의료,요양보호사
1472,요양보호사 자격 취득과정,호남제일간호학원부설요양보호사교육원,36,641520,30,72.0,58.0,전북,전주시,06_보건의료,요양보호사
1473,요양보호사 자격 취득과정,군산성모간호전문학원부설 요양보호사교육원,30,641520,40,59.3,50.0,전북,군산시,06_보건의료,요양보호사
1474,요양보호사자격증취득과정,정암요양보호사교육원,30,600000,38,49.2,56.0,부산,부산진구,06_보건의료,요양보호사
1475,요양보호사 자격취득과정,새늘요양보호사교육원,30,600000,40,52.8,55.0,경기,평택시,06_보건의료,요양보호사
1476,간호조무사 자격 취득과정,제일간호학원,199,2918400,30,83.1,34.0,부산,동래구,06_보건의료,간호조무사
1477,요양보호사자격취득과정,범계요양보호사교육원,30,588000,40,50.5,54.0,경기,안양시,06_보건의료,요양보호사
1478,요양보호사 자격 취득과정,김제성모요양보호사교육원,42,600000,32,85.3,54.0,전북,김제시,06_보건의료,요양보호사
1479,"요양보호사 자격증취득 과정(이론,실기)",안양여성인력개발센터부설 요양보호사교육원,40,504000,22,49.6,56.0,경기,안양시,06_보건의료,요양보호사
1480,병원코디네이터 및 상담실장양성과정,아바평생교육원,22,609730,11,56.4,35.0,서울,강남구,06_보건의료,병원코디네이터
1481,요양보호사 자격 취득과정,경북요양보호사교육원,30,600000,40,50.6,53.0,대구,달서구,06_보건의료,요양보호사
1482,요양보호사자격취득,새부산요양보호사교육원,42,630000,37,54.1,51.0,부산,사하구,06_보건의료,요양보호사
1483,요양보호사 자격 취득과정,명성요양보호사교육원,30,499920,37,52.4,56.0,서울,성북구,06_보건의료,요양보호사
1484,요양보호사자격증취득과정,삼성요양보호사교육원,41,640800,30,57.3,51.0,경남,통영시,06_보건의료,요양보호사
1485,요양보호사자격증 취득과정,사회복지법인계명복지재단(부설:계명요양보호사교육원),30,480000,30,70.0,52.0,강원,춘천시,06_보건의료,요양보호사
1486,요양보호사 자격 취득과정,동두천간호학원요양보호사교육원,30,600000,35,65.1,55.0,경기,동두천시,06_보건의료,요양보호사
1487,요양보호사 자격 취득과정,중부요양보호사교육원,33,600000,40,51.9,54.0,경남,양산시,06_보건의료,요양보호사
1488,요양보호사 자격 취득과정,영광요양보호사교육원,42,650000,40,54.3,52.0,경북,영주시,06_보건의료,요양보호사
1489,요양보호사 자격 취득과정(주간반),한양요양보호사교육원,31,480000,40,47.0,52.0,충남,천안시,06_보건의료,요양보호사
1490,간호조무사 자격 취득과정,한빛간호학원,191,2400080,32,76.5,36.0,대전,중구,06_보건의료,간호조무사
1491,요양보호사자격증취득과정,진월요양보호사교육원,30,600000,40,45.7,58.0,광주,남구,06_보건의료,요양보호사
1492,요양보호사 자격 취득과정,서면삼성실버요양보호사교육원,44,640080,38,54.0,55.0,부산,부산진구,06_보건의료,요양보호사
1493,요양보호사 자격취득과정(실업자),꽃담요양보호사교육원,33,600000,30,55.9,56.0,경기,광주시,06_보건의료,요양보호사
1494,요양보호사 자격 취득과정,삼성실버요양보호사교육원,44,640080,40,59.8,54.0,부산,북구,06_보건의료,요양보호사
1495,요양보호사자격취득과정(실업자),익산간호요양보호사교육원,42,641520,40,64.3,54.0,전북,익산시,06_보건의료,요양보호사
1496,요양보호사 자격증 취득 과정,경북베델요양보호사교육원,44,640080,35,42.3,58.0,대구,중구,06_보건의료,요양보호사
1497,요양보호사 자격취득과정,한국실버요양보호사교육원,33,600000,40,45.8,57.0,부산,서구,06_보건의료,요양보호사
1498,요양보호사 자격증취득과정(사회복지사),천안베스트간호학원 부설 요양보호사교육원,15,250000,33,51.3,47.0,충남,천안시,06_보건의료,요양보호사
1499,요양보호사 자격 취득과정,나이팅게일간호학원부설요양보호사교육원,30,500160,39,48.0,55.0,대전,중구,06_보건의료,요양보호사
1500,요양보호사 자격 취득 과정,부모사랑요양보호사교육원,30,500160,30,50.0,56.0,광주,서구,06_보건의료,요양보호사
1501,요양보호사 자격 취득과정,충남간호전문학원,37,640080,35,64.4,54.0,충남,공주시,06_보건의료,요양보호사
1502,요양보호사 자격 취득과정,안성의료복지사회적협동조합 부설 안성요양보호사교육원,30,650000,30,60.9,52.0,경기,안성시,06_보건의료,요양보호사
1503,요양보호사(표준)주간과정,익산평화요양보호사교육원,30,641280,25,47.5,58.0,전북,익산시,06_보건의료,요양보호사
1504,요양보호사자격취득과정,베스트요양보호사교육원,30,640080,35,42.3,54.0,광주,서구,06_보건의료,요양보호사
1505,요양보호사 자격 취득과정,중앙간호학원 요양보호사교육원,40,641520,30,53.2,54.0,전북,군산시,06_보건의료,요양보호사
1506,간호조무사 자격증 취득,최강인천간호학원,191,2888000,38,64.7,33.0,인천,부평구,06_보건의료,간호조무사
1507,요양보호사자격취득과정,해맞이요양보호사교육원,30,660000,40,58.1,58.0,경북,울진군,06_보건의료,요양보호사
1508,요양보호사 자격 취득과정,동해간호학원부설요양보호사교육원,37,500160,35,35.1,52.0,강원,동해시,06_보건의료,요양보호사
1509,요양보호사 자격 취득과정,거제요양보호사교육원,43,600000,40,50.0,50.0,경남,거제시,06_보건의료,요양보호사
1510,요양보호사자격증취득과정,동해요양보호사교육원,37,500160,30,79.5,55.0,강원,동해시,06_보건의료,요양보호사
1511,요양보호사 자격 취득과정(사회복지사자격증 소지자),성모요양보호사교육원,10,210000,33,46.6,45.0,대구,남구,06_보건의료,요양보호사
1512,요양보호사 국가자격증 취득과정(사회복지사 자격증 소지자),신천요양보호사교육원,11,250000,30,50.4,50.0,경기,시흥시,06_보건의료,요양보호사
1513,요양보호사자격증취득과정(이론+실기),실버엔젤요양보호사교육원,30,630000,30,59.1,57.0,경기,김포시,06_보건의료,요양보호사
1514,"요양보호사 양성과정(간호조무사,작업치료사,물리치료사 자격증 소지자반)",인천일신요양보호사교육원,11,250000,40,62.2,48.0,인천,부평구,06_보건의료,요양보호사
1515,요양보호사 자격취득 과정,춘천메디칼요양보호사교육원,38,550080,40,63.9,56.0,강원,춘천시,06_보건의료,요양보호사
1516,요양보호사자격취득,공주간호학원부설요양보호사교육원,39,641520,37,78.5,56.0,충남,공주시,06_보건의료,요양보호사
1517,요양보호사 자격취득과정(NCS과정),호남간호요양보호사교육원,30,641520,22,41.3,50.0,광주,광산구,06_보건의료,요양보호사
1518,요양보호사 국가자격증 취득 과정,인천이화요양보호사교육원,30,600000,35,90.9,54.0,인천,부평구,06_보건의료,요양보호사
1519,요양보호사 자격증 취득과정,큰사랑요양보호사교육원,33,450000,40,90.0,48.0,경북,구미시,06_보건의료,요양보호사
1520,요양보호사 자격증 취득,새고려요양보호사교육원,30,600000,30,50.0,57.0,부산,금정구,06_보건의료,요양보호사
1521,요양보호사 자격 취득과정(비NCS),한세기요양보호사교육원,30,510000,30,55.3,57.0,경기,구리시,06_보건의료,요양보호사
1522,요양보호사자격증취득과정,천안베스트간호학원 부설 요양보호사교육원,33,500400,33,51.3,53.0,충남,천안시,06_보건의료,요양보호사
1523,요양보호사자격증취득과정,동부케어요양보호사교육원,30,600000,30,43.0,57.0,경기,화성시,06_보건의료,요양보호사
1524,요양보호사 자격증 취득과정,가족요양보호사교육원,30,450000,35,64.7,52.0,서울,강동구,06_보건의료,요양보호사
1525,요양보호사자격증취득과정,가족사랑광산요양보호사교육원,30,640800,40,45.7,51.0,광주,광산구,06_보건의료,요양보호사
1526,요양보호사 양성과정,한국시니어요양보호사교육원,33,640080,27,57.9,56.0,서울,중랑구,06_보건의료,요양보호사
1527,요양보호사 자격증 취득과정,인천검단보람요양보호사교육원,30,641280,40,52.6,57.0,인천,서구,06_보건의료,요양보호사
1528,요양보호사자격증과정,포항요양보호사교육원,30,540000,40,45.9,53.0,경북,포항시,06_보건의료,요양보호사
1529,요양보호사 자격 취득과정,서수원간호학원부설서수원요양보호사교육원,30,500000,35,54.4,54.0,경기,수원시,06_보건의료,요양보호사
1530,요양보호사 자격취득과정,전국고용요양보호사교육원,30,540000,40,54.9,55.0,서울,동대문구,06_보건의료,요양보호사
1531,요양보호사 국가자격증 취득과정,하단레몬요양보호사교육원,33,600000,40,49.4,55.0,부산,사하구,06_보건의료,요양보호사
1532,요양보호사자격취득과정,사랑평생교육원 부설 요양보호사교육원,30,600000,40,68.9,54.0,강원,원주시,06_보건의료,요양보호사
1533,요양보호사 자격취득과정,새소망전국요양보호사교육원,30,450000,40,62.9,52.0,경기,남양주시,06_보건의료,요양보호사
1534,요양보호사 자격취득 교육과정,더큰요양보호사교육원,30,641520,38,53.3,54.0,경기,시흥시,06_보건의료,요양보호사
1535,요양보호사 국가자격증 취득과정,부경요양보호사교육원,30,630000,40,50.9,56.0,부산,북구,06_보건의료,요양보호사
1536,요양보호사 자격 취득과정,경북요양보호사교육원,30,600000,40,50.6,54.0,대구,달서구,06_보건의료,요양보호사
1537,요양보호사 자격증 취득과정,사랑요양보호사교육원,32,640800,40,45.7,57.0,대구,수성구,06_보건의료,요양보호사
1538,NCS요양보호사자격취득과정,행복요양보호사교육원,30,600000,40,51.4,56.0,인천,남동구,06_보건의료,요양보호사
1539,요양보호사국가자격과정,포항한국간호전문학원 부설 한국요양보호사교육원,30,550080,35,51.6,53.0,경북,포항시,06_보건의료,요양보호사
1540,요양보호사 자격증 취득 과정,나눔요양보호사교육원,30,624000,28,43.4,53.0,울산,북구,06_보건의료,요양보호사
1541,간호조무사자격취득과정,주식회사 은행동미즈간호학원,191,2489760,31,75.0,28.0,대전,중구,06_보건의료,간호조무사
1542,요양보호사자격증취득과정,(주)메디플러스 요양보호사교육원,30,600000,40,46.9,56.0,서울,송파구,06_보건의료,요양보호사
1543,요양보호사자격취득과정,효사랑나눔요양보호사교육원,33,540000,35,56.8,55.0,경기,오산시,06_보건의료,요양보호사
1544,요양보호사 자격 취득과정 (주간),강릉직업전문학교부설 요양보호사교육원,42,549840,30,56.9,54.0,강원,강릉시,06_보건의료,요양보호사
1545,요양보호사1급 자격 취득과정,서해간호학원부설서해요양보호사교육원,30,650000,40,74.4,51.0,충남,서천군,06_보건의료,요양보호사
1546,요양보호사 자격 취득과정,화명요양보호사교육원,35,630000,39,60.2,54.0,부산,북구,06_보건의료,요양보호사
1547,요양보호사 국가자격증 취득과정,글로벌간호학원부설요양보호사교육원,30,641520,34,52.7,54.0,울산,남구,06_보건의료,요양보호사
1548,요양보호사 국가자격증취득 & 취업 연계과정,온양요양보호사교육원,33,529920,28,57.1,54.0,충남,아산시,06_보건의료,요양보호사
1549,요양보호사 양성과정,사당실버요양보호사교육원,30,504000,35,50.0,57.0,서울,동작구,06_보건의료,요양보호사
1550,간호조무사 자격증 취득과정,강남메트로간호종합학원,195,3344000,25,72.5,36.0,서울,강남구,06_보건의료,간호조무사
1551,요양보호사 자격취득과정,섬기미요양보호사교육원,30,640080,40,52.0,55.0,대구,동구,06_보건의료,요양보호사
1552,요양보호사 자격 취득과정,경기제일요양보호사교육원,30,600000,40,58.9,56.0,경기,안양시,06_보건의료,요양보호사
1553,요양보호사 자격 취득 과정,e-한나요양보호사교육원,30,540000,40,62.5,59.0,서울,강동구,06_보건의료,요양보호사
1554,(국가공인)요양보호사 자격 취득 과정,창원행복요양보호사교육원,30,510000,40,41.7,51.0,경남,창원시,06_보건의료,요양보호사
1555,간호조무사자격증 취득과정,주은간호학원,283,3233040,30,83.3,46.0,경기,고양시,06_보건의료,간호조무사
1556,요양보호사 자격증 취득과정,평택포도나무 요양보호사 교육원,33,540000,35,49.4,56.0,경기,평택시,06_보건의료,요양보호사
1557,요양보호사 자격증 취득과정,풍성한요양보호사교육원,30,510000,32,47.6,51.0,경기,안산시,06_보건의료,요양보호사
1558,요양보호사 자격 취득과정,지산요양보호사교육원,30,640080,40,59.5,56.0,대구,수성구,06_보건의료,요양보호사
1559,요양보호사 자격증 취득과정,구미요양보호사교육원,30,600000,40,49.1,51.0,경북,구미시,06_보건의료,요양보호사
1560,요양보호사 자격 취득과정,제일요양보호사교육원,37,600000,40,64.1,54.0,경북,안동시,06_보건의료,요양보호사
1561,건강보험청구심사통합과정,메디아이잠실보험학원,20,740000,19,60.9,35.0,서울,송파구,06_보건의료,건강보험청구심사
1562,요양보호사 자격증 취득 과정,경북베델요양보호사교육원,52,640080,35,42.3,55.0,대구,중구,06_보건의료,요양보호사
1563,요양보호사 자격 취득과정,은혜간호학원 부설 요양보호사교육원,33,700000,30,58.0,54.0,충남,부여군,06_보건의료,요양보호사
1564,요양보호사 자격증 취득과정(신규자),효성요양보호사교육원,30,540000,40,53.2,57.0,서울,강북구,06_보건의료,요양보호사
1565,요양보호사 자격 취득과정,세종고운간호전문학원(부설 세종고운요양보호사 교육원),40,641280,30,64.7,52.0,세종,,06_보건의료,요양보호사
1566,요양보호사 자격 취득 과정,명성요양보호사교육원,40,500160,40,62.5,52.0,경기,용인시,06_보건의료,요양보호사
1567,요양보호사 자격 취득과정,메디컬간호학원 부설 요양보호사교육원,38,641520,30,41.4,49.0,강원,속초시,06_보건의료,요양보호사
1568,요양보호사자격취득,김해사랑요양보호사교육원,30,600000,40,49.2,52.0,경남,김해시,06_보건의료,요양보호사
1569,요양보호사 자격 취득과정,안양벧엘요양보호사교육원,40,550000,30,60.9,57.0,경기,안양시,06_보건의료,요양보호사
1570,요양보호사자격증취득과정,마음모아요양보호사교육원,30,499920,40,59.1,54.0,경기,남양주시,06_보건의료,요양보호사
1571,간호조무사자격취득과정,메디칼간호학원,246,3299920,30,53.7,28.0,울산,남구,06_보건의료,간호조무사
1572,요양보호사자격취득과정,엠마오요양보호사교육원,30,510000,40,53.5,56.0,서울,중랑구,06_보건의료,요양보호사
1573,요양보호사 자격 취득과정,영남요양보호사교육원,33,640800,40,64.5,55.0,경북,경산시,06_보건의료,요양보호사
1574,요양보호사 자격 취득과정,은혜간호학원 부설 요양보호사교육원,61,700000,30,58.0,51.0,충남,부여군,06_보건의료,요양보호사
1575,간호조무사자격증취득,메타간호학원,191,2998960,50,80.0,32.0,서울,송파구,06_보건의료,간호조무사
1576,간호조무사 자격 취득과정,한나간호학원,200,2901680,23,68.6,38.0,부산,금정구,06_보건의료,간호조무사
1577,요양보호사 자격 취득과정,대성요양보호사교육원,39,600000,36,63.6,54.0,경기,군포시,06_보건의료,요양보호사
1578,요양보호사(표준)주간과정,평화요양보호사교육원,30,600000,30,52.2,55.0,전북,전주시,06_보건의료,요양보호사
1579,요양보호사자격증취득과정,제이성모요양보호사교육원,31,650000,30,65.0,52.0,전북,익산시,06_보건의료,요양보호사
1580,간호조무사자격증 취득과정B,수원탑수원역점간호학원,206,3651040,30,66.1,32.0,경기,수원시,06_보건의료,간호조무사
1581,요양보호사 자격 취득과정,당감요양보호사교육원,35,600000,39,67.1,53.0,부산,부산진구,06_보건의료,요양보호사
1582,요양보호사자격취득과정,아름다운요양보호사교육원,30,499200,35,58.2,57.0,경기,수원시,06_보건의료,요양보호사
1583,요양보호사 자격 취득과정,대천간호학원부설요양보호사교육원,33,650000,40,58.9,56.0,충남,보령시,06_보건의료,요양보호사
1584,요양보호사 자격 취득 과정,에녹요양보호사교육원,30,540000,40,50.0,56.0,서울,구로구,06_보건의료,요양보호사
1585,병원코디네이터,정연화의료서비스아카데미전문학원,20,665160,30,63.6,25.0,부산,부산진구,06_보건의료,병원코디네이터
1586,간호조무사 자격 취득과정(A),지산간호보건학원,193,2903200,36,82.7,31.0,부산,부산진구,06_보건의료,간호조무사
1587,요양보호사 자격 취득과정,민들레요양보호사교육원,35,600000,37,63.2,55.0,충북,청주시,06_보건의료,요양보호사
1588,요양보호사국가자격증취득과정,참사랑요양보호사교육원,30,600000,40,63.0,55.0,충북,청주시,06_보건의료,요양보호사
1589,간호조무사 자격증 취득과정,사창미즈간호학원,191,2964000,31,73.6,31.0,충북,청주시,06_보건의료,간호조무사
1590,요양보호사 자격증 취득과정,종로요양보호사교육원,57,641280,37,67.6,56.0,전북,정읍시,06_보건의료,요양보호사
1591,요양보호사 자격 취득과정,대한요양보호사교육원,37,549840,40,33.3,55.0,전남,순천시,06_보건의료,요양보호사
1592,요양보호사자격증취득과정,집으로요양보호사교육원,30,600000,34,57.3,53.0,경기,의정부시,06_보건의료,요양보호사
1593,요양보호사 자격 취득과정,원주간호학원 하이엔(주)분원,31,600000,30,60.7,54.0,강원,원주시,06_보건의료,요양보호사
1594,요양보호사자격취득과정,은혜요양보호사교육원,30,540000,38,44.3,57.0,서울,양천구,06_보건의료,요양보호사
1595,요양보호사 자격 취득과정(실업자),강릉요양보호사교육원,33,549840,40,61.2,52.0,강원,강릉시,06_보건의료,요양보호사
1596,요양보호사 자격증 취득과정,행복나눔요양보호사교육원,30,504000,33,64.6,53.0,경기,수원시,06_보건의료,요양보호사
1597,요양보호사 자격 취득과정,달서구요양보호사교육원,42,550080,40,40.8,52.0,대구,달서구,06_보건의료,요양보호사
1598,요양보호사 자격증 취득과정,대신요양보호사교육원,30,480000,30,52.3,57.0,경기,수원시,06_보건의료,요양보호사
1599,요양보호사 국자자격 취득,케어대한요양보호사교육원,33,600000,40,51.4,55.0,인천,남동구,06_보건의료,요양보호사
